sample_name	target	off_target	off_target_cosine	off_target_rank	source
dec_F11_0404	F11	KLKB1	0.3034	41	exact
dec_F11_0404	F11	PLAU	0.1455		exact
dec_F11_0404	F11	ST14	0.0751		exact
dec_F11_0404	F11	PRSS1	0.0777		exact
dec_F11_0407	F11	F2	0.0020		exact
dec_F11_0407	F11	F10	0.0016		exact
dec_F11_0407	F11	F9	0.1044		exact
dec_F11_0407	F11	F7	0.0419		exact
dec_F11_0407	F11	KLKB1	0.2065	42	exact
dec_F11_0407	F11	PLAU	0.0875		exact
dec_F11_0407	F11	ST14	0.0418		exact
dec_F11_0407	F11	PRSS1	-0.0052		exact
dec_F11_0409	F11	F2	0.0512		exact
dec_F11_0409	F11	F10	0.0568		exact
dec_F11_0409	F11	F9	0.1074		exact
dec_F11_0409	F11	F7	0.0902		exact
dec_F11_0409	F11	KLKB1	0.2304	53	exact
dec_F11_0409	F11	PLAU	0.1542		exact
dec_F11_0409	F11	ST14	0.0745		exact
dec_F11_0409	F11	PRSS1	0.0326		exact
dec_F11_0412	F11	F2	0.0679		exact
dec_F11_0412	F11	F10	0.0650		exact
dec_F11_0412	F11	F9	0.0770		exact
dec_F11_0412	F11	F7	0.0597		exact
dec_F11_0412	F11	KLKB1	0.1920	40	exact
dec_F11_0412	F11	PLAU	0.1342		exact
dec_F11_0412	F11	ST14	0.0556		exact
dec_F11_0412	F11	PRSS1	0.0364		exact
dec_F11_0413	F11	F2	0.1218		exact
dec_F11_0413	F11	F10	0.1796	72	exact
dec_F11_0413	F11	F9	0.1012		exact
dec_F11_0413	F11	F7	0.1605		exact
dec_F11_0413	F11	KLKB1	0.3112	41	exact
dec_F11_0413	F11	PLAU	0.1628		exact
dec_F11_0413	F11	ST14	0.1307		exact
dec_F11_0413	F11	PRSS1	0.1467		exact
dec_F11_0414	F11	F2	0.1231		exact
dec_F11_0414	F11	F10	0.1556	53	exact
dec_F11_0414	F11	F9	0.0679		exact
dec_F11_0414	F11	F7	0.0976		exact
dec_F11_0414	F11	KLKB1	0.3262	41	exact
dec_F11_0414	F11	PLAU	0.1445		exact
dec_F11_0414	F11	ST14	0.0700		exact
dec_F11_0414	F11	PRSS1	0.1019		exact
dec_F11_0415	F11	F2	0.0829		exact
dec_F11_0415	F11	F10	0.0725		exact
dec_F11_0415	F11	F9	0.1046		exact
dec_F11_0415	F11	F7	0.0682		exact
dec_F11_0415	F11	KLKB1	0.1615	45	exact
dec_F11_0415	F11	PLAU	0.1384		exact
dec_F11_0415	F11	ST14	0.0808		exact
dec_F11_0415	F11	PRSS1	0.0352		exact
dec_F11_0417	F11	F2	0.0159		exact
dec_F11_0417	F11	F10	0.0571		exact
dec_F11_0417	F11	F9	0.0979		exact
dec_F11_0417	F11	F7	0.0660		exact
dec_F11_0417	F11	KLKB1	0.2287	52	exact
dec_F11_0417	F11	PLAU	0.1371		exact
dec_F11_0417	F11	ST14	0.0492		exact
dec_F11_0417	F11	PRSS1	0.0315		exact
dec_F11_0418	F11	F2	0.0885		exact
dec_F11_0418	F11	F10	0.1295		exact
dec_F11_0418	F11	F9	0.0771		exact
dec_F11_0418	F11	F7	0.1128		exact
dec_F11_0418	F11	KLKB1	0.2978	41	exact
dec_F11_0418	F11	PLAU	0.1570		exact
dec_F11_0418	F11	ST14	0.0873		exact
dec_F11_0418	F11	PRSS1	0.1025	55	exact
dec_F11_0419	F11	F2	0.1190		exact
dec_F11_0419	F11	F10	0.1453		exact
dec_F11_0419	F11	F9	0.1337		exact
dec_F11_0419	F11	F7	0.1715		exact
dec_F11_0419	F11	KLKB1	0.2795	41	exact
dec_F11_0419	F11	PLAU	0.1479		exact
dec_F11_0419	F11	ST14	0.1162		exact
dec_F11_0419	F11	PRSS1	0.0803		exact
dec_F11_0422	F11	F2	0.1461		exact
dec_F11_0422	F11	F10	0.2006	80	exact
dec_F11_0422	F11	F9	0.1317		exact
dec_F11_0422	F11	F7	0.1889		exact
dec_F11_0422	F11	KLKB1	0.3599	6	exact
dec_F11_0422	F11	PLAU	0.2115		exact
dec_F11_0422	F11	ST14	0.1604		exact
dec_F11_0422	F11	PRSS1	0.2130	43	exact
dec_F11_0423	F11	F2	0.0358		exact
dec_F11_0423	F11	F10	0.0503		exact
dec_F11_0423	F11	F9	0.0250		exact
dec_F11_0423	F11	F7	0.0290		exact
dec_F11_0423	F11	KLKB1	0.1995	41	exact
dec_F11_0423	F11	PLAU	0.1135		exact
dec_F11_0423	F11	ST14	0.0102		exact
dec_F11_0423	F11	PRSS1	0.0407		exact
dec_F11_0426	F11	F2	0.0202		exact
dec_F11_0426	F11	F10	0.0476		exact
dec_F11_0426	F11	F9	0.1006		exact
dec_F11_0426	F11	F7	0.0750		exact
dec_F11_0426	F11	KLKB1	0.1912	44	exact
dec_F11_0426	F11	PLAU	0.1147		exact
dec_F11_0426	F11	ST14	0.0553		exact
dec_F11_0426	F11	PRSS1	0.0120		exact
dec_F11_0427	F11	F2	0.1021		exact
dec_F11_0427	F11	F10	0.1235		exact
dec_F11_0427	F11	F9	0.1215		exact
dec_F11_0427	F11	F7	0.1727		exact
dec_F11_0427	F11	KLKB1	0.2627	41	exact
dec_F11_0427	F11	PLAU	0.1417		exact
dec_F11_0427	F11	ST14	0.1398		exact
dec_F11_0427	F11	PRSS1	0.0900		exact
dec_F11_0429	F11	F2	0.0532		exact
dec_F11_0429	F11	F10	0.0651		exact
dec_F11_0429	F11	F9	0.0674		exact
dec_F11_0429	F11	F7	0.0454		exact
dec_F11_0429	F11	KLKB1	0.1631	46	exact
dec_F11_0429	F11	PLAU	0.1175		exact
dec_F11_0429	F11	ST14	0.0215		exact
dec_F11_0429	F11	PRSS1	0.0014		exact
dec_F11_0433	F11	F2	-0.0004		exact
dec_F11_0433	F11	F10	0.0298		exact
dec_F11_0433	F11	F9	0.0364		exact
dec_F11_0433	F11	F7	0.0452		exact
dec_F11_0433	F11	KLKB1	0.2441	41	exact
dec_F11_0433	F11	PLAU	0.0988		exact
dec_F11_0433	F11	ST14	-0.0045		exact
dec_F11_0433	F11	PRSS1	0.0155		exact
dec_F11_0435	F11	F2	0.0612		exact
dec_F11_0435	F11	F10	0.0829		exact
dec_F11_0435	F11	F9	0.0901		exact
dec_F11_0435	F11	F7	0.0664		exact
dec_F11_0435	F11	KLKB1	0.1760	40	exact
dec_F11_0435	F11	PLAU	0.1192		exact
dec_F11_0435	F11	ST14	0.0539		exact
dec_F11_0435	F11	PRSS1	-0.0066		exact
dec_F11_0438	F11	F2	0.0569		exact
dec_F11_0438	F11	F10	0.0713		exact
dec_F11_0438	F11	F9	0.0340		exact
dec_F11_0438	F11	F7	0.0991		exact
dec_F11_0438	F11	KLKB1	0.2763	41	exact
dec_F11_0438	F11	PLAU	0.0930		exact
dec_F11_0438	F11	ST14	0.0676		exact
dec_F11_0438	F11	PRSS1	0.0167		exact
dec_F11_0439	F11	F2	0.0982		exact
dec_F11_0439	F11	F10	0.0941		exact
dec_F11_0439	F11	F9	0.0634		exact
dec_F11_0439	F11	F7	0.1583	60	exact
dec_F11_0439	F11	KLKB1	0.2614	41	exact
dec_F11_0439	F11	PLAU	0.1197		exact
dec_F11_0439	F11	ST14	0.1079		exact
dec_F11_0439	F11	PRSS1	0.0830	48	exact
dec_F11_0440	F11	F2	0.0572		exact
dec_F11_0440	F11	F10	0.1140		exact
dec_F11_0440	F11	F9	0.0968		exact
dec_F11_0440	F11	F7	0.1341		exact
dec_F11_0440	F11	KLKB1	0.2806	41	exact
dec_F11_0440	F11	PLAU	0.1304		exact
dec_F11_0440	F11	ST14	0.0670		exact
dec_F11_0440	F11	PRSS1	0.0415		exact
dec_F11_0441	F11	F2	0.1240		exact
dec_F11_0441	F11	F10	0.1958	42	exact
dec_F11_0441	F11	F9	0.1305		exact
dec_F11_0441	F11	F7	0.1502		exact
dec_F11_0441	F11	KLKB1	0.2996	5	exact
dec_F11_0441	F11	PLAU	0.1833	50	exact
dec_F11_0441	F11	ST14	0.1326		exact
dec_F11_0441	F11	PRSS1	0.1006		exact
dec_F11_0442	F11	F2	0.1618	171	exact
dec_F11_0442	F11	F10	0.1987	3	exact
dec_F11_0442	F11	F9	0.1837	136	exact
dec_F11_0442	F11	F7	0.1855	167	exact
dec_F11_0442	F11	KLKB1	0.2936	142	exact
dec_F11_0442	F11	PLAU	0.2633	155	exact
dec_F11_0442	F11	ST14	0.1855	14	exact
dec_F11_0442	F11	PRSS1	0.1414	154	exact
dec_F11_0444	F11	F2	0.0333		exact
dec_F11_0444	F11	F10	0.0628		exact
dec_F11_0444	F11	F9	0.0396		exact
dec_F11_0444	F11	F7	0.0119		exact
dec_F11_0444	F11	KLKB1	0.2429	41	exact
dec_F11_0444	F11	PLAU	0.1194		exact
dec_F11_0444	F11	ST14	0.0276		exact
dec_F11_0444	F11	PRSS1	0.0335		exact
dec_F11_0445	F11	F2	0.0118		exact
dec_F11_0445	F11	F10	0.0991		exact
dec_F11_0445	F11	F9	0.0901		exact
dec_F11_0445	F11	F7	0.0811		exact
dec_F11_0445	F11	KLKB1	0.2709	46	exact
dec_F11_0445	F11	PLAU	0.1098	73	exact
dec_F11_0445	F11	ST14	0.0720		exact
dec_F11_0445	F11	PRSS1	0.0532		exact
dec_F11_0446	F11	F2	0.2903	35	exact
dec_F11_0446	F11	F10	0.2080		exact
dec_F11_0446	F11	F9	0.1753		exact
dec_F11_0446	F11	F7	0.2756	45	exact
dec_F11_0446	F11	KLKB1	0.2368	47	exact
dec_F11_0446	F11	PLAU	0.2163		exact
dec_F11_0446	F11	ST14	0.2412	54	exact
dec_F11_0446	F11	PRSS1	0.2045	48	exact
dec_F11_0448	F11	F2	0.0076		exact
dec_F11_0448	F11	F10	0.0459		exact
dec_F11_0448	F11	F9	0.1080		exact
dec_F11_0448	F11	F7	0.0684		exact
dec_F11_0448	F11	KLKB1	0.1372		exact
dec_F11_0448	F11	PLAU	0.1349		exact
dec_F11_0448	F11	ST14	0.0518		exact
dec_F11_0448	F11	PRSS1	-0.0141		exact
dec_F11_0450	F11	F2	0.1148		exact
dec_F11_0450	F11	F10	0.1172		exact
dec_F11_0450	F11	F9	0.1168		exact
dec_F11_0450	F11	F7	0.1521		exact
dec_F11_0450	F11	KLKB1	0.2543	59	exact
dec_F11_0450	F11	PLAU	0.1395		exact
dec_F11_0450	F11	ST14	0.1507		exact
dec_F11_0450	F11	PRSS1	0.1068		exact
dec_F11_0451	F11	F2	0.2903	35	exact
dec_F11_0451	F11	F10	0.2080		exact
dec_F11_0451	F11	F9	0.1753		exact
dec_F11_0451	F11	F7	0.2756	45	exact
dec_F11_0451	F11	KLKB1	0.2368	47	exact
dec_F11_0451	F11	PLAU	0.2163		exact
dec_F11_0451	F11	ST14	0.2412	54	exact
dec_F11_0451	F11	PRSS1	0.2045	48	exact
dec_FLT3_0459	FLT3	KCNH2			missing
dec_FLT3_0459	FLT3	KIT	0.1805		exact
dec_FLT3_0459	FLT3	PDGFRA	0.2151	5	exact
dec_FLT3_0459	FLT3	PDGFRB	0.1547		exact
dec_FLT3_0459	FLT3	KDR	0.1159	8	exact
dec_FLT3_0459	FLT3	FLT1	0.1120		exact
dec_FLT3_0459	FLT3	FLT4	0.0674		exact
dec_FLT3_0460	FLT3	KCNH2			missing
dec_FLT3_0460	FLT3	KIT	0.1985		exact
dec_FLT3_0460	FLT3	PDGFRA	0.2106		exact
dec_FLT3_0460	FLT3	PDGFRB	0.0961		exact
dec_FLT3_0460	FLT3	KDR	0.1071		exact
dec_FLT3_0460	FLT3	FLT1	0.0904		exact
dec_FLT3_0460	FLT3	FLT4	0.0834		exact
dec_FLT3_0461	FLT3	KCNH2			missing
dec_FLT3_0461	FLT3	KIT	0.2115	26	exact
dec_FLT3_0461	FLT3	PDGFRA	0.2073	9	exact
dec_FLT3_0461	FLT3	PDGFRB	0.1429		exact
dec_FLT3_0461	FLT3	KDR	0.1166	19	exact
dec_FLT3_0461	FLT3	FLT1	0.1216		exact
dec_FLT3_0461	FLT3	FLT4	0.0625		exact
dec_FLT3_0462	FLT3	KCNH2			missing
dec_FLT3_0462	FLT3	KIT	0.2049	30	exact
dec_FLT3_0462	FLT3	PDGFRA	0.1925		exact
dec_FLT3_0462	FLT3	PDGFRB	0.1117		exact
dec_FLT3_0462	FLT3	KDR	0.0944		exact
dec_FLT3_0462	FLT3	FLT1	0.1031		exact
dec_FLT3_0462	FLT3	FLT4	0.0867		exact
dec_FLT3_0463	FLT3	KCNH2			missing
dec_FLT3_0463	FLT3	KIT	0.1986		exact
dec_FLT3_0463	FLT3	PDGFRA	0.2037		exact
dec_FLT3_0463	FLT3	PDGFRB	0.1457		exact
dec_FLT3_0463	FLT3	KDR	0.0887		exact
dec_FLT3_0463	FLT3	FLT1	0.1065		exact
dec_FLT3_0463	FLT3	FLT4	0.1286		exact
dec_FLT3_0464	FLT3	KCNH2			missing
dec_FLT3_0464	FLT3	KIT	0.2016	41	exact
dec_FLT3_0464	FLT3	PDGFRA	0.2171	17	exact
dec_FLT3_0464	FLT3	PDGFRB	0.1362		exact
dec_FLT3_0464	FLT3	KDR	0.0975	38	exact
dec_FLT3_0464	FLT3	FLT1	0.0960		exact
dec_FLT3_0464	FLT3	FLT4	0.0215		exact
dec_FLT3_0465	FLT3	KCNH2			missing
dec_FLT3_0465	FLT3	KIT	0.2334	5	exact
dec_FLT3_0465	FLT3	PDGFRA	0.2465	3	exact
dec_FLT3_0465	FLT3	PDGFRB	0.1768		exact
dec_FLT3_0465	FLT3	KDR	0.1543	11	exact
dec_FLT3_0465	FLT3	FLT1	0.1363		exact
dec_FLT3_0465	FLT3	FLT4	0.0648		exact
dec_FLT3_0466	FLT3	KCNH2			missing
dec_FLT3_0466	FLT3	KIT	0.1763		exact
dec_FLT3_0466	FLT3	PDGFRA	0.2033	6	exact
dec_FLT3_0466	FLT3	PDGFRB	0.1342		exact
dec_FLT3_0466	FLT3	KDR	0.0866	12	exact
dec_FLT3_0466	FLT3	FLT1	0.0919		exact
dec_FLT3_0466	FLT3	FLT4	0.0288		exact
dec_FLT3_0467	FLT3	KCNH2			missing
dec_FLT3_0467	FLT3	KIT	0.2058		exact
dec_FLT3_0467	FLT3	PDGFRA	0.1720		exact
dec_FLT3_0467	FLT3	PDGFRB	0.0929		exact
dec_FLT3_0467	FLT3	KDR	0.1316		exact
dec_FLT3_0467	FLT3	FLT1	0.1226		exact
dec_FLT3_0467	FLT3	FLT4	0.1087		exact
dec_FLT3_0468	FLT3	KCNH2			missing
dec_FLT3_0468	FLT3	KIT	0.2308	6	exact
dec_FLT3_0468	FLT3	PDGFRA	0.2450	3	exact
dec_FLT3_0468	FLT3	PDGFRB	0.1551		exact
dec_FLT3_0468	FLT3	KDR	0.0905		exact
dec_FLT3_0468	FLT3	FLT1	0.0964		exact
dec_FLT3_0468	FLT3	FLT4	0.1062		exact
dec_FLT3_0469	FLT3	KCNH2			missing
dec_FLT3_0469	FLT3	KIT	0.1850		exact
dec_FLT3_0469	FLT3	PDGFRA	0.1897		exact
dec_FLT3_0469	FLT3	PDGFRB	0.0795		exact
dec_FLT3_0469	FLT3	KDR	0.0813		exact
dec_FLT3_0469	FLT3	FLT1	0.0772		exact
dec_FLT3_0469	FLT3	FLT4	0.0581		exact
dec_FLT3_0470	FLT3	KCNH2			missing
dec_FLT3_0470	FLT3	KIT	0.2477	5	exact
dec_FLT3_0470	FLT3	PDGFRA	0.2220	17	exact
dec_FLT3_0470	FLT3	PDGFRB	0.2031	23	exact
dec_FLT3_0470	FLT3	KDR	0.1973	10	exact
dec_FLT3_0470	FLT3	FLT1	0.2076	21	exact
dec_FLT3_0470	FLT3	FLT4	0.1801		exact
dec_FLT3_0471	FLT3	KCNH2			missing
dec_FLT3_0471	FLT3	KIT	0.2849	4	exact
dec_FLT3_0471	FLT3	PDGFRA	0.2695	8	exact
dec_FLT3_0471	FLT3	PDGFRB	0.2220		exact
dec_FLT3_0471	FLT3	KDR	0.2910	6	exact
dec_FLT3_0471	FLT3	FLT1	0.2238		exact
dec_FLT3_0471	FLT3	FLT4	0.1504		exact
dec_FLT3_0472	FLT3	KCNH2			missing
dec_FLT3_0472	FLT3	KIT	0.1795		exact
dec_FLT3_0472	FLT3	PDGFRA	0.1924		exact
dec_FLT3_0472	FLT3	PDGFRB	0.0864		exact
dec_FLT3_0472	FLT3	KDR	0.1044		exact
dec_FLT3_0472	FLT3	FLT1	0.0922		exact
dec_FLT3_0472	FLT3	FLT4	0.0596		exact
dec_FLT3_0473	FLT3	KCNH2			missing
dec_FLT3_0473	FLT3	KIT	0.1969		exact
dec_FLT3_0473	FLT3	PDGFRA	0.1740		exact
dec_FLT3_0473	FLT3	PDGFRB	0.0766		exact
dec_FLT3_0473	FLT3	KDR	0.0751		exact
dec_FLT3_0473	FLT3	FLT1	0.0895		exact
dec_FLT3_0473	FLT3	FLT4	0.0428		exact
dec_FLT3_0474	FLT3	KCNH2			missing
dec_FLT3_0474	FLT3	KIT	0.2127	7	exact
dec_FLT3_0474	FLT3	PDGFRA	0.2065	6	exact
dec_FLT3_0474	FLT3	PDGFRB	0.1621		exact
dec_FLT3_0474	FLT3	KDR	0.1873	12	exact
dec_FLT3_0474	FLT3	FLT1	0.1603		exact
dec_FLT3_0474	FLT3	FLT4	0.1131		exact
dec_FLT3_0475	FLT3	KCNH2			missing
dec_FLT3_0475	FLT3	KIT	0.2739	7	exact
dec_FLT3_0475	FLT3	PDGFRA	0.2540	10	exact
dec_FLT3_0475	FLT3	PDGFRB	0.2280		exact
dec_FLT3_0475	FLT3	KDR	0.3029	2	exact
dec_FLT3_0475	FLT3	FLT1	0.2347		exact
dec_FLT3_0475	FLT3	FLT4	0.1316		exact
dec_FLT3_0476	FLT3	KCNH2			missing
dec_FLT3_0476	FLT3	KIT	0.2061	18	exact
dec_FLT3_0476	FLT3	PDGFRA	0.2078	3	exact
dec_FLT3_0476	FLT3	PDGFRB	0.1776		exact
dec_FLT3_0476	FLT3	KDR	0.1657		exact
dec_FLT3_0476	FLT3	FLT1	0.1481		exact
dec_FLT3_0476	FLT3	FLT4	0.1019		exact
dec_FLT3_0478	FLT3	KCNH2			missing
dec_FLT3_0478	FLT3	KIT	0.2105	61	exact
dec_FLT3_0478	FLT3	PDGFRA	0.2501	3	exact
dec_FLT3_0478	FLT3	PDGFRB	0.1785		exact
dec_FLT3_0478	FLT3	KDR	0.2111	52	exact
dec_FLT3_0478	FLT3	FLT1	0.1334		exact
dec_FLT3_0478	FLT3	FLT4	0.0692		exact
dec_FLT3_0479	FLT3	KCNH2			missing
dec_FLT3_0479	FLT3	KIT	0.1818		exact
dec_FLT3_0479	FLT3	PDGFRA	0.2016		exact
dec_FLT3_0479	FLT3	PDGFRB	0.1604		exact
dec_FLT3_0479	FLT3	KDR	0.1212		exact
dec_FLT3_0479	FLT3	FLT1	0.1149		exact
dec_FLT3_0479	FLT3	FLT4	0.0618		exact
dec_FLT3_0480	FLT3	KCNH2			missing
dec_FLT3_0480	FLT3	KIT	0.1611		exact
dec_FLT3_0480	FLT3	PDGFRA	0.1723		exact
dec_FLT3_0480	FLT3	PDGFRB	0.0818		exact
dec_FLT3_0480	FLT3	KDR	0.0844		exact
dec_FLT3_0480	FLT3	FLT1	0.0725		exact
dec_FLT3_0480	FLT3	FLT4	0.0389		exact
dec_FLT3_0481	FLT3	KCNH2			missing
dec_FLT3_0481	FLT3	KIT	0.1952		exact
dec_FLT3_0481	FLT3	PDGFRA	0.1881		exact
dec_FLT3_0481	FLT3	PDGFRB	0.1571		exact
dec_FLT3_0481	FLT3	KDR	0.1330		exact
dec_FLT3_0481	FLT3	FLT1	0.1089		exact
dec_FLT3_0481	FLT3	FLT4	0.0711		exact
dec_FLT3_0482	FLT3	KCNH2			missing
dec_FLT3_0482	FLT3	KIT	0.2289	5	exact
dec_FLT3_0482	FLT3	PDGFRA	0.2424	3	exact
dec_FLT3_0482	FLT3	PDGFRB	0.1517		exact
dec_FLT3_0482	FLT3	KDR	0.1853		exact
dec_FLT3_0482	FLT3	FLT1	0.1103		exact
dec_FLT3_0482	FLT3	FLT4	0.0162		exact
dec_FLT3_0483	FLT3	KCNH2			missing
dec_FLT3_0483	FLT3	KIT	0.2214	6	exact
dec_FLT3_0483	FLT3	PDGFRA	0.2447	3	exact
dec_FLT3_0483	FLT3	PDGFRB	0.1673		exact
dec_FLT3_0483	FLT3	KDR	0.1063		exact
dec_FLT3_0483	FLT3	FLT1	0.1024		exact
dec_FLT3_0483	FLT3	FLT4	0.1102		exact
dec_FLT3_0484	FLT3	KCNH2			missing
dec_FLT3_0484	FLT3	KIT	0.1535		exact
dec_FLT3_0484	FLT3	PDGFRA	0.1657		exact
dec_FLT3_0484	FLT3	PDGFRB	0.0928		exact
dec_FLT3_0484	FLT3	KDR	0.0690		exact
dec_FLT3_0484	FLT3	FLT1	0.0746		exact
dec_FLT3_0484	FLT3	FLT4	0.0238		exact
dec_FLT3_0485	FLT3	KCNH2			missing
dec_FLT3_0485	FLT3	KIT	0.2045	13	exact
dec_FLT3_0485	FLT3	PDGFRA	0.2067	10	exact
dec_FLT3_0485	FLT3	PDGFRB	0.1291		exact
dec_FLT3_0485	FLT3	KDR	0.0800		exact
dec_FLT3_0485	FLT3	FLT1	0.0740		exact
dec_FLT3_0485	FLT3	FLT4	0.0488		exact
dec_FLT3_0487	FLT3	KCNH2			missing
dec_FLT3_0487	FLT3	KIT	0.1804		exact
dec_FLT3_0487	FLT3	PDGFRA	0.1919		exact
dec_FLT3_0487	FLT3	PDGFRB	0.1497		exact
dec_FLT3_0487	FLT3	KDR	0.1423	18	exact
dec_FLT3_0487	FLT3	FLT1	0.1303		exact
dec_FLT3_0487	FLT3	FLT4	0.1257		exact
dec_FLT3_0488	FLT3	KCNH2			missing
dec_FLT3_0488	FLT3	KIT	0.2239	7	exact
dec_FLT3_0488	FLT3	PDGFRA	0.2193	8	exact
dec_FLT3_0488	FLT3	PDGFRB	0.1527		exact
dec_FLT3_0488	FLT3	KDR	0.1194		exact
dec_FLT3_0488	FLT3	FLT1	0.1402		exact
dec_FLT3_0488	FLT3	FLT4	0.1305		exact
dec_FLT3_0489	FLT3	KCNH2			missing
dec_FLT3_0489	FLT3	KIT	0.1197		exact
dec_FLT3_0489	FLT3	PDGFRA	0.1228		exact
dec_FLT3_0489	FLT3	PDGFRB	0.0626		exact
dec_FLT3_0489	FLT3	KDR	0.0734		exact
dec_FLT3_0489	FLT3	FLT1	0.0391		exact
dec_FLT3_0489	FLT3	FLT4	0.0341		exact
dec_FLT3_0490	FLT3	KCNH2			missing
dec_FLT3_0490	FLT3	KIT	0.2464	10	exact
dec_FLT3_0490	FLT3	PDGFRA	0.2229	14	exact
dec_FLT3_0490	FLT3	PDGFRB	0.1552		exact
dec_FLT3_0490	FLT3	KDR	0.1606		exact
dec_FLT3_0490	FLT3	FLT1	0.1009		exact
dec_FLT3_0490	FLT3	FLT4	0.0867		exact
dec_FLT3_0491	FLT3	KCNH2			missing
dec_FLT3_0491	FLT3	KIT	0.2314		exact
dec_FLT3_0491	FLT3	PDGFRA	0.2314		exact
dec_FLT3_0491	FLT3	PDGFRB	0.1748		exact
dec_FLT3_0491	FLT3	KDR	0.2251	13	exact
dec_FLT3_0491	FLT3	FLT1	0.2256		exact
dec_FLT3_0491	FLT3	FLT4	0.1531		exact
dec_FLT3_0492	FLT3	KCNH2			missing
dec_FLT3_0492	FLT3	KIT	0.1581		exact
dec_FLT3_0492	FLT3	PDGFRA	0.1717		exact
dec_FLT3_0492	FLT3	PDGFRB	0.1295		exact
dec_FLT3_0492	FLT3	KDR	0.0908		exact
dec_FLT3_0492	FLT3	FLT1	0.1215		exact
dec_FLT3_0492	FLT3	FLT4	0.0596		exact
dec_FLT3_0493	FLT3	KCNH2			missing
dec_FLT3_0493	FLT3	KIT	0.1920		exact
dec_FLT3_0493	FLT3	PDGFRA	0.2036		exact
dec_FLT3_0493	FLT3	PDGFRB	0.1761		exact
dec_FLT3_0493	FLT3	KDR	0.1799	5	exact
dec_FLT3_0493	FLT3	FLT1	0.1390		exact
dec_FLT3_0493	FLT3	FLT4	0.1444		exact
dec_FLT3_0494	FLT3	KCNH2			missing
dec_FLT3_0494	FLT3	KIT	0.2085	16	exact
dec_FLT3_0494	FLT3	PDGFRA	0.2125		exact
dec_FLT3_0494	FLT3	PDGFRB	0.1544		exact
dec_FLT3_0494	FLT3	KDR	0.1027		exact
dec_FLT3_0494	FLT3	FLT1	0.0809		exact
dec_FLT3_0494	FLT3	FLT4	0.1121		exact
dec_FLT3_0495	FLT3	KCNH2			missing
dec_FLT3_0495	FLT3	KIT	0.1663		exact
dec_FLT3_0495	FLT3	PDGFRA	0.1623		exact
dec_FLT3_0495	FLT3	PDGFRB	0.0732		exact
dec_FLT3_0495	FLT3	KDR	0.0910		exact
dec_FLT3_0495	FLT3	FLT1	0.0898		exact
dec_FLT3_0495	FLT3	FLT4	0.0712		exact
dec_FLT3_0496	FLT3	KCNH2			missing
dec_FLT3_0496	FLT3	KIT	0.1834	106	exact
dec_FLT3_0496	FLT3	PDGFRA	0.1717		exact
dec_FLT3_0496	FLT3	PDGFRB	0.0895		exact
dec_FLT3_0496	FLT3	KDR	0.0758		exact
dec_FLT3_0496	FLT3	FLT1	0.0887		exact
dec_FLT3_0496	FLT3	FLT4	0.0568		exact
dec_FLT3_0497	FLT3	KCNH2			missing
dec_FLT3_0497	FLT3	KIT	0.1465		exact
dec_FLT3_0497	FLT3	PDGFRA	0.1637		exact
dec_FLT3_0497	FLT3	PDGFRB	0.0948		exact
dec_FLT3_0497	FLT3	KDR	0.0845		exact
dec_FLT3_0497	FLT3	FLT1	0.0786		exact
dec_FLT3_0497	FLT3	FLT4	0.0512		exact
dec_FLT3_0498	FLT3	KCNH2			missing
dec_FLT3_0498	FLT3	KIT	0.2030	19	exact
dec_FLT3_0498	FLT3	PDGFRA	0.1791		exact
dec_FLT3_0498	FLT3	PDGFRB	0.0707		exact
dec_FLT3_0498	FLT3	KDR	0.0897		exact
dec_FLT3_0498	FLT3	FLT1	0.0970		exact
dec_FLT3_0498	FLT3	FLT4	0.0425		exact
dec_FLT3_0499	FLT3	KCNH2			missing
dec_FLT3_0499	FLT3	KIT	0.3378	2	exact
dec_FLT3_0499	FLT3	PDGFRA	0.2686	9	exact
dec_FLT3_0499	FLT3	PDGFRB	0.2132		exact
dec_FLT3_0499	FLT3	KDR	0.1715		exact
dec_FLT3_0499	FLT3	FLT1	0.2331		exact
dec_FLT3_0499	FLT3	FLT4	0.1819		exact
dec_FLT3_0500	FLT3	KCNH2			missing
dec_FLT3_0500	FLT3	KIT	0.2211		exact
dec_FLT3_0500	FLT3	PDGFRA	0.2545	15	exact
dec_FLT3_0500	FLT3	PDGFRB	0.2239		exact
dec_FLT3_0500	FLT3	KDR	0.2567	2	exact
dec_FLT3_0500	FLT3	FLT1	0.2618	10	exact
dec_FLT3_0500	FLT3	FLT4	0.1609		exact
dec_FLT3_0501	FLT3	KCNH2			missing
dec_FLT3_0501	FLT3	KIT	0.1746		exact
dec_FLT3_0501	FLT3	PDGFRA	0.1663		exact
dec_FLT3_0501	FLT3	PDGFRB	0.0746		exact
dec_FLT3_0501	FLT3	KDR	0.0635		exact
dec_FLT3_0501	FLT3	FLT1	0.0787		exact
dec_FLT3_0501	FLT3	FLT4	0.0344		exact
dec_FLT3_0502	FLT3	KCNH2			missing
dec_FLT3_0502	FLT3	KIT	0.1546		exact
dec_FLT3_0502	FLT3	PDGFRA	0.1498		exact
dec_FLT3_0502	FLT3	PDGFRB	0.1221		exact
dec_FLT3_0502	FLT3	KDR	0.0579		exact
dec_FLT3_0502	FLT3	FLT1	0.0483		exact
